PHIL-93828-01		Science-Gender Connection	Kourany, Janet	Philosophy	2014-07-28	2014-12-19	Fall$$1NA
ARHI-30420-01		19th-Century European Painting	Pyne, Kathleen	Art History	2012-12-17	2013-05-10	Spring$$1NA
HIST-83204-01		Proseminar: Late Medieval Ages	Hobbins, Daniel	History	2014-07-28	2014-12-19	Fall$$1NA
THEO-60846-01		Christology	Krieg, Robert	Theology	2012-08-06	2012-12-14	Fall$$1NA
HIST-33000-02		History Workshop	Bederman, Gail	History	2013-08-05	2013-12-20	Fall$$1NA
HIST-33000-01		History Workshop	McKenna, Rebecca	History	2012-12-17	2013-05-10	$$1Spring$$2NA
POLS-30501-01		Democracy and Development in Latin America	Ippolito-O'Donnell, Gabriela	Political Science	2013-08-05	2013-12-20	Fall$$1NA
BIOS-60508-01		Population Genetics	Hollocher, Hope	Biological Sciences	2013-08-05	2013-12-20	Fall$$1NA
ARCH-51111-04		Architectural Design VII	Stamper, John	Architecture	2013-08-05	2013-12-20	Fall$$1NA
LLRO-20222-01		Intermediate Creole II	Richman, Karen	Romance Languages and Literature	2014-07-28	2014-12-19	Fall$$1NA
ROPO-30550-01		Brazilian Soap Opera	Wells, Sarah Ann	Portuguese	2014-07-28	2014-12-19	Fall$$1NA
POLS-20200-02		Introduction to International Relations	Guisinger, Alexandra	Political Science	2011-01-03	2011-05-13	Spring$$1NA
ENGL-40244-01		Shakespeare and Political Theory	Visconsi, Elliott	English	2010-09-01	2010-12-17	$$1Fall$$2NA
POLS-43002-02		Party Polarization in American Politics	Baker, Anne	Political Science	2010-01-04	2010-05-07	Spring ENG$$1NA
HIST-53001-01		Honors Methodology	Tor, Deborah	History	2011-12-19	2012-05-11	Spring$$1NA
ENGL-20732-01		Frankstein Myth	Simpson, Meagan	English	2014-07-28	2014-12-19	Fall$$1NA
AFST-43076-01		Race and the Civil War	Stelluto, Donald	Africana Studies	2011-08-08	2011-12-16	Fall$$1NA
ENGL-40609-01		Dilemmas of Transcendentalism	Walls, Laura	English	2012-12-17	2013-05-10	Spring$$1NA
CSE-60943-01		Autonomous Mobile Robots	Riek, Laurel	Computer Science & Engineering	2014-12-20	2015-05-08	$$1Spring
PHIL-93325-01		Recent French Philosophy	Gutting, Gary	Philosophy	2010-01-04	2010-05-07	Spring ENG$$1NA
HIST-93656-01		British and American Intellectual History	Turner, James	History	2012-12-17	2013-05-10	Spring$$1NA
HIST 30990-01		World War II and Global Cinema	Kunicki, Mikolaj	History	2010-01-12	2010-04-28	Spring ENG$$1NA
ARHI-43405-02		Art and the Cold War, 1945-1970	Gopinath, Gabrielle	Art History	2012-01-04	2012-05-11	Spring$$1NA
THEO-20801-01		Theology, Disability and Dependence	Mawson, Michael	Theology	2011-08-08	2011-12-16	Fall$$1NA
HIST-30121-01		Christianity in Asia	Choi, Peter	History	2012-12-14	2013-05-10	Spring$$1NA
HIST-43600-01		The City in Early America	Cangany, Catherine	History	2011-08-08	2011-12-16	Fall$$1NA
HIST-30606-01		Gilded Age and Progressive Era	McKenna, Rebecca	History	2011-08-08	2011-12-16	Fall$$1NA
PLS-23101-01		Great Books Seminar I	Tillman, Mary Katherine	Program of Liberal Studies	2013-01-15	2013-05-10	Spring$$1NA
AME-30361-03		CAD/CAM	Strebinger, Richard	Aerospace & Mechanical Engineering	2014-12-20	2015-05-08	$$1Spring
LLRO-40233-01		Machiavelli NOW	Cachey, Theodore	Romance Languages and Literature	2010-01-04	2010-05-07	Spring ENG$$1NA
ARHI-30210-01		Late Antique/Early Christn Art	Barber, Charles	Art History	2012-12-17	2013-05-10	Spring$$1NA
THEO-20001-10		Foundations of Theology	Williams, Scott	Theology	2011-01-03	2011-05-13	Spring$$1NA
ENVG-60380-01		Environmental Isotope Geochemistry	Simonetti, Stefanie	Environmental Geosciences	2014-12-20	2015-05-09	$$1Spring
THEO-20249-01		Eastern Rite Churches: Theology and History	Avvakumov, Yury	Theology	2014-12-20	2015-05-08	$$1Spring
HIST-93902-01		Modern Latin America	Pensado, Jaime	History	2010-01-04	2010-05-07	Spring ENG$$1NA
IIPS-83204-01		Coercion and Persuasion	Lopez, George	Institute of International Peace Studies	2012-12-17	2013-05-10	Spring$$1NA
POLS-30355-01		Terrorism and Counterterrorism	Maass, Richard	Political Science	2012-12-17	2013-05-10	Spring$$1NA
SOC-43839-01		Unequal America	Carbonaro, William	Sociology	2014-07-28	2014-12-19	Fall$$1NA
THEO-10001-04		Foundations of Theology: Biblical/Historical	Dunkle, Brian	Theology	2014-07-28	2014-12-19	Fall$$1NA
SOC-63806-01		Sociology of Race and Ethnicity	Jones, Jennifer	Sociology	2014-07-28	2014-12-19	Fall$$1NA
MATH-00000-01		Actuarial Exam Material	Library Permanent Reserve	Mathematics	2012-12-17	2016-05-13	$$1Fall$$2Spring$$3Summer
CSEM 23102-18		Faust	Hagens, Jan	German	2010-01-06	2010-05-07	Spring ENG$$1NA
MATH-10550-01		Precalculus	Pilkington, Annette	Mathematics	2014-12-20	2015-05-08	$$1Spring
CLLA-40039-01		Latin Letters	Mazurek, Tadeusz	Classics	2014-07-28	2014-12-19	Fall$$1NA
SOC-33580-01		Sustainable Food Systems and Social Justice	Jonason, Amy	Sociology	2014-07-28	2014-12-19	Fall$$1NA
HIST-93402-01		States, Economies, Power, and Resistance	Deak, John	History	2013-08-05	2013-12-20	Fall$$1NA
PHIL-43313-01		Philosophy and Literature Seminar	O'Connor, David	Philosophy	2011-03-25	2011-05-13	Spring$$1NA
THEO-83833-01		Feminist Theology and Ethics	Hilkert, Mary Catherine	Theology	2014-12-20	2015-05-08	$$1Spring
ENGL-20106-02		Point-of-View in the Novel	Noreen Deane-Moran	English	2014-12-20	2015-05-08	$$1Spring
ANTH-45865-01		Anthropology of Childhood and Education	Blum, Susan	Anthropology	2014-07-28	2014-12-19	Fall$$1NA
CLGR-40510-01		Greek Survey	Schlegel, Catherine	Greek Language and Literature	2013-08-05	2013-12-20	Fall$$1NA
ROIT-63090-01		History of Italian Languge	Cachey, Ted	Italian	2013-08-05	2013-12-20	Fall$$1NA
HIST-13184-02		History University Seminar	Murray, Dian	History	2014-07-28	2014-12-19	Fall$$1NA
ARCH-21111-01		Sophomore Design Studio	Salden, Samantha/Kimberly Rollings	Architecture	2013-08-05	2013-12-20	Fall$$1NA
ARHI-63570-01		Graduate Seminar	Gopinath, Gabrielle	Art, Art History, and Design	2011-08-08	2011-12-16	Fall$$1NA
FIN-70940-01		Quantitative Portfolio Strategies	Gao, Paul	Finance	2012-08-06	2013-05-10	$$1Spring$$2NA
BAMG 30700		Introduction to Process Analytics	Carrie Queenan	Management	2010-01-12	2010-05-14	Spring ENG$$1NA
HIST-40630-01		Crime, Heredity, and Insanity in American History	Przybyszewski, Linda	History	2014-07-28	2014-12-19	Fall$$1NA
FTT-30704-01		Theatre, History, & Society I	Pilkinton, Mark	Film, Television and Theatre	2014-12-20	2015-05-08	$$1Spring
PHIL-43332-01		Women and Philosophy	Joy, Lynn	Philosophy	2014-12-20	2015-05-08	$$1Spring
ARCH-61011-01		Introduction to Architectural Representation	Hoyt, Neil / Mayernik, David	Architecture	2011-07-29	2011-08-19	Fall Summer$$1NA
ALHN-13950-06		Honors Seminar	Jensen, Lionel	East Asian Language and Literature	2014-07-28	2014-12-19	Fall$$1NA
THEO-83111-01		New Testament Seminar	Fitzgerald, John	Theology	2012-12-17	2013-05-10	Spring$$1NA
HIST-93909-01		Latin America and Beyond in the long 19th Century	Beatty, Ted	History	2010-08-24	2010-12-17	Fall$$1NA
POLS-30415-01		The Rise and Fall of Democracies and Dictatorship	Mainwaring, Scott	Political Science	2014-12-20	2015-05-08	$$1Spring
CHEM-40436-01		Intrumental Analysis	Camden, Jon	Chemistry	2014-12-20	2015-05-08	$$1Spring
POLS-60001-01		Field Seminar in American Democracy	Wolbrecht, Christina	Political Science	2014-07-28	2014-12-19	Fall$$1NA
IRLL-30113-01		Poetry in Irish	McKibben, Sarah	Irish Language and Literature	2010-01-04	2010-05-07	Spring ENG$$1NA
ANTH-60203-01		Orientations to SocCult Anth	Blum, Susan	Anthropology	2014-07-28	2014-12-19	Fall$$1NA
SOC-23111-01		Sociology of Consumption	Christoffersen, Kari	Sociology	2011-06-21	2011-08-05	Summer$$1NA
POLS-30452-01		Politics of Tropical Africa	Walshe, Peter	Political Science	2014-12-20	2015-05-08	$$1Spring$$2NA
HIST-20605-01		Modern America	Plopper, Eli	History	2011-05-14	2011-08-05	Summer$$1NA
FTT-40415-01		The art and practice of screenwriting	Beverly, Danielle	Film Television and Theatre	2010-08-30	2010-12-17	Fall$$1NA
THEO-60422-01		Liturgical Prayer	Fassler, Margot	Theology	2013-08-05	2013-12-20	Fall$$1NA
BIOS-60412-01		Introduction to Systems Biology	Timp, Gregory	Biology	2011-08-08	2011-12-16	Fall$$1NA
ARCH-53411-01		History of American Architecture	Stamper, John	Architecture	2011-12-19	2012-05-11	Spring$$1NA
CNST-43400-01		International Migration and Human Rights	Bustamante, Jorge	Constitutional Studies	2014-07-28	2014-12-19	Fall$$1NA
PSY-60310-01		Adult Psychopathology	Clark, Lee Anna	Psychology	2014-07-28	2014-12-19	Fall$$1NA
THEO-60811-01		Theologians of Grace	Ashley, Matthew	Theology	2014-07-28	2014-12-19	Fall$$1NA
CLAS-30105-01		History of Ancient Greece	Ladouceur, David	Classics	2010-08-09	2010-12-17	Fall$$1NA
PSY-43247-01		Leadership and Social Change	Brandenberger, Jay	Psychology	2014-07-28	2014-12-19	Fall$$1NA
ARCH-41121-03		Design VI	Buccellato, Aimee	Architecture	2014-12-20	2015-05-08	$$1Spring
THEO-83219-01		Patristics Seminar: Early Christian Asceticism	Leyerle, Blake	Theology	2014-07-28	2014-12-19	Fall$$1NA
IIPS-40608-01		Scripture, Violence and Peace	Sirry, Mun'im	Institute for International Peace Studies	2014-07-28	2014-12-19	Fall$$1NA
BIOS-20202-01		General Biology B	Filchak, Kenneth	Biology	2013-12-23	2014-05-09	Spring$$1NA
CHEM-20262-01		Mathematical Methods for the Chemical Sciences	Parkhill, John	Chemistry	2014-12-20	2015-05-08	$$1Spring
ARHI-40360-01		The Age of Rembrandt	Rosenberg, Charles	Art History	2011-12-19	2012-05-11	Spring$$1NA
POLS-30260-01		International Political Economy	Guisinger, Alexandra	Political Science	2014-07-28	2014-12-19	Fall$$1NA
THEO-83255-01		Latin West and Byzantine East in the High and Later Middle Ages	Avvakumov, Yury	Theology	2014-07-28	2014-12-19	Fall$$1NA
BIOS-40419-01		Immunology	McDowell, Mary Ann	Biology	2014-07-28	2014-12-19	Fall$$1NA
MEAR-30005-01		Third Year Arabic I	El Makkouk, Mazen	Arabic Language and Literature	2010-08-09	2010-12-17	Fall$$1NA
AMST-30193-01		Religion and American Radicalism	Osborne, Catherine	American Studies	2014-12-20	2015-05-08	$$1Spring
ARCH-CAREER		Career shelf	INSTRUCTOR	Architecture	2007-07-13	2010-12-31	Fall Spring Summer Intersession$$1NA
ENGL-20144-01		Happiness and the Novel	Mello, Patrick	English	2011-01-03	2011-05-13	Spring$$1NA
POLS-30529-01		Italian Politics	Calloni, Marina	Political Science	2011-01-03	2011-05-13	Spring$$1NA
MELC-30800-01		Muhammad and the Qur'an	Mirza, Mahan	Classics	2010-08-09	2010-12-17	Fall$$1NA
MUS-43160-01		Music, Nation, State	Mayes, Catherine	Music	2011-01-03	2011-05-13	Spring$$1NA
ENGL-90513-01		Modern Irish Drama & World Stage	Harris, Susan Cannon	English	2010-01-04	2010-05-07	Spring ENG$$1NA
CLLA-30013-01		Roman Lyric Poetry	Schlegel, Catherine	Latin Language and Literature	2014-07-28	2014-12-19	Fall$$1NA
BIOS-30338-01		Neurobiology	Syed, Zainulabeuddin	Biology	2012-08-06	2012-12-14	Fall$$1NA
LLRO-13186-01		Literature University Seminar	Moreno-Anderson, Marisel	Romance Languages and Literatures	2014-12-20	2015-05-08	$$1Spring
ARST-21610-01		Material and Form: 3D Studio	RivasPalma, Jose	Art Studio	2012-08-06	2012-12-14	Fall$$1NA
CLAS-13186-01		Literature University Seminar	Ladouceur, David	Classics	2013-08-05	2014-05-09	Fall Spring$$1NA
THEO-83230-01		World Christianity	Kollman, Fr. Paul	Theology	2012-08-06	2012-12-14	Fall$$1NA
ROSP-40876-01		Race and Ethnicity in U.S. Latino/a Literature	Moreno-Anderson, Marisel	Spanish	2014-12-20	2015-05-08	$$1Spring
FTT-40705-01		Digital Devices	Collins, James	Film, Television and Theatre	2014-07-28	2014-12-19	Fall$$1NA
HIST-33200-01		Violence in Early Modern England & Ireland	Rapple, Rory	History	2014-07-28	2014-12-19	Fall$$1NA
THEO-60404-01		Eucharist	Driscoll, Michael	Theology	2014-07-28	2014-12-19	Fall$$1NA
ARCH-71111-01		Elem. & Princ. of Classical Architecture	Semes, Steven	Architecture	2014-07-28	2014-12-19	Fall$$1NA
MATH-20750		Ordinary differential Equations, solutions	Stanton, Nancy	Mathematics	2014-12-20	2015-05-08	$$1Spring
SOC-43553-01		Building Democratic Institutions	Valenzuela, J. Samuel	Sociology	2013-08-05	2013-12-20	Fall$$1NA
POLS-30359-01		Understanding War and Peace	Goertz, Gary	Political Science	2014-07-28	2014-12-19	Fall$$1NA
IIPS-30402-01		Global Issues and the United Nations	Smith, Jackie	Institute for International Peace Studies	2010-08-09	2010-12-17	Fall$$1NA
ARCH-20411-01		Building Technology I	Mellor, John	Architecture	2014-07-28	2014-12-19	Fall$$1NA
FTT-40451-01		Classical Hollywood and the New Wave	Costantino, Jesus	Film, Television and Theater	2014-07-28	2014-12-19	Fall$$1NA
ARCH-53611-01		Trad City: Theory & Reality	Alimanestianu, Joanna	Architecture	2012-12-17	2013-05-10	Spring$$1NA
MSM-61341-01		Choral Conducting Lessons for MSM Majors	Tellez, Carmen	Music	2014-07-28	2014-12-19	Fall$$1NA
GE-40104-01		Self, Suffering, and Longing	Roche, Mark	German	2013-12-20	2014-05-09	Spring$$1NA
SOC-53650-01		Sociology of Religion	Konieczny, Mary Ellen	Sociology	2013-12-20	2014-05-09	Spring$$1NA
MUS-61341-01		Choral Conducting Lessons for DMA Majors	Tellez, Carmen	Music	2014-07-28	2014-12-19	Fall$$1NA
SOC-20033-01		Introduction to Social Problems	Jonason, Amy	Sociology	2013-12-23	2014-05-09	Spring$$1NA
LLEA-30212-01		Animals and Nature in Japan	Hemmann, Kathryn	East Asian Languages and Literatures	2013-12-23	2014-05-09	Spring$$1NA
THEO-40860-01		Beauty and the Eucharist	Astell, Ann	Theology	2013-12-23	2014-05-09	Spring$$1NA
CLAS-63501-01		Prosem ECS: Theoretical App	Leyerle, Blake	Classics in Translation	2013-12-23	2014-05-09	Spring$$1NA
LLEA-30100-01		China's Revolution in Fiction and Film	Jensen, Lionel	East Asian Language and Literature	2013-12-23	2014-05-09	Spring$$1NA
FTT-30246-01		New Russian Cinema (in Eng)	Gillespie, Alyssa	Film, Television and Theater	2013-12-23	2014-05-09	Spring$$1NA
ARHI-30550-01		History of Photography	Woods, Nicole	Art, Art History, and Design	2014-12-20	2015-05-08	$$1Spring
MUS-10131-01		Introduction to Jazz	Dwyer, Larry	Music	2014-12-20	2015-05-08	$$1Spring
GSC-10001-01		Introduction to Gender Studies	Brix, Catherine	Gender Studies	2014-12-20	2015-05-08	$$1Spring
HPS-83601-01		History of Science, Technology, Medicine to 1750	Hamlin, Christopher	History and Philosophy of Science	2012-08-06	2012-12-14	Fall$$1NA
THEO-40202-01		The Christian Tradition II	Betz, John	Theology	2014-12-20	2015-05-08	$$1Spring
FTT-30459-01		Gender and Rock Culture	Kearney, Mary	Film, Television and Theatre	2013-12-23	2014-05-09	Spring$$1NA
CLLA-40033-01		Roman Satire	Schlegel, Catherine	Classics	2013-12-23	2014-05-09	Spring$$1NA
ENGL-40209-01		Chaucer: Canterbury Tales	Kerby-Fulton, Kathryn	English	2014-07-28	2014-12-19	Fall$$1NA
WR-13300-3		Multimedia Writing and Rhetoric	MacDonald, Leanne	Writing and Rhetoric	2013-12-23	2014-05-09	Spring$$1NA
BIOS-30305-01		Evolution	Pfrender, Michael	Biological Sciences	2012-08-06	2012-12-14	Fall$$1NA
CSEM-23102-04		Estrangement and Identity	Schlegel, Catherine	College Seminar	2013-12-23	2014-05-09	Spring$$1NA
ANTH-45851-01		Space, Place, and Landscape	Rotman, Deborah	Anthropology	2013-08-05	2013-12-20	Fall$$1NA
ARCH-51111-03		Architectural Design VII	Gorski, Gilbert	Architecture	2014-07-28	2014-12-19	Fall$$1NA
PLS-30302-01		Political and Constitutional Theory	Abbey, Ruth	Program of Liberal Studies	2014-12-20	2015-05-08	$$1Spring
ACCT-70131-01		Topics Measurement & Disclosure	Fuehrmeyer, J	ACCT	2013-12-27	2014-05-09	Spring$$1NA
ARHI-20200-01		Introduction to Medieval Art	Joyner, Danielle	Art History	2013-12-23	2014-05-09	Spring$$1NA
THEO-20661-01		A Kingdom Not from this World	Marx, Nathaniel	Theology	2013-12-23	2014-05-09	Spring$$1NA
LLEA-33103-01		20th-Century Chinese Literature	Ge, Liangyan	East Asian Languages and Literature	2011-08-08	2011-12-16	Fall$$1NA
ENGL-90235-01		Spenser	Monta, Susannah	English	2011-01-03	2011-05-13	Spring$$1NA
HIST-53002-01		Honors Colloquium	Thomas, Julia Adeney	History	2011-08-08	2011-12-16	Fall$$1NA
SOC-73997-01		Establishing Causal Inference	Carbonaro, William	Sociology	2013-12-23	2014-05-09	Spring$$1NA
ENGL-30101-02		Introduction to Literary Studies	Imma, Z'etoile	English	2013-12-23	2014-05-09	Spring$$1NA
AL-23200-01		Research Strategies for the Digital Age	Morgan, Leslie	Arts and Letters	2014-12-20	2015-05-08	$$1Spring
ANTH-20204-01		Fundamentls of Linguistic Anthropology	Blum, Susan	Anthropology	2014-12-20	2015-05-08	$$1Spring
MGTE-30520-01		Funding New Ventures	Moore, Robert	Management	2012-08-06	2013-05-10	$$1Spring$$2NA
HIST-93413-01		19th-Century European Cities	Martin, Alexander	History	2012-08-06	2012-12-14	Fall$$1NA
POLS-20400-01		Comparative Politics	Nalepa, Monika	Political Science	2012-12-17	2013-05-10	Spring$$1NA
HIST-30501-01		Early Modern Rome	Meserve, Margaret	History	2012-08-06	2012-12-14	Fall$$1NA
CSE-30151-01		Theory of Computing	Blanton, Marina	Computer Science & Engineering	2014-12-20	2015-05-08	$$1Spring
ENGL-20168-01		Introduction to Literature and Peace Studies	Gustafson, Sandra	Institute for International Peace Studies	2013-08-05	2013-12-20	Fall$$1NA
GSC-30588-01		Childhood and the Irish Family	Palko, Abigail	Gender Studies	2013-08-05	2013-12-20	Fall$$1NA
CSE-60111-01		Complexity and Algorithms	Chen, Danny	Computer Science & Engineering	2014-12-20	2015-05-08	$$1Spring
WR-13300-09		Multimedia Writing and Rhetoric	Dietel-McLaughlin, Erin	University Writing Program	2013-08-05	2013-12-20	Fall$$1NA
FIN-30210-01		Managerial Economics	Sheehan, Richard	Finance	2013-10-31	2013-12-20	Fall$$1NA
AME-30334-01		Heat Transfer	Go, David	Aerospace & Mechanical Engineering	2014-12-20	2015-05-08	$$1Spring
ARHI-20100-01		Introduction to the Art of Ancient Greece, Rome and Egypt	Rhodes, Robin	Art History	2013-12-23	2014-05-09	Spring$$1NA
ARHI-30860-01		Latin American Art and Architecture	Lara, Jaime	Art History	2011-01-03	2011-05-13	Spring$$1NA
FTT-40411-01		Documentary Video Production	Mandell, Theodore	Film, Television and Theatre	2013-08-05	2013-12-20	Fall$$1NA
AME-30315-01		Differential Equations, Vibrations & Controls II	Hoelzle, David	Aerospace & Mechanical Engineering	2014-12-20	2015-05-08	$$1Spring
BIOS-30312-01		General Ecology	Chaloner, Dominic	Biological Sciences	2011-01-03	2011-05-13	Spring$$1NA
ROSP-40994-01		Imagining Home from Abroad	Miseres, Vanesa	Spanish	2010-08-09	2010-12-17	Fall$$1NA
HIST-13184-03		U.S. Presidents - FDR to Clinton	Miscamble, Wilson	History	2010-01-04	2010-05-07	Spring ENG$$1NA
THEO-83204-01		Early Christian Seminar	Cavadini, John	Theology	2013-12-23	2014-05-09	Spring$$1NA
POLS-30554-01		Campaigns and Elections Around the World	Boas, Taylor	Political Science	2010-01-04	2010-05-07	Spring ENG$$1NA
LLEA-13186-02		Literature University Seminar	Brownstein, Michael	East Asian Language and Literature	2013-12-23	2014-05-09	Spring$$1NA
ENGL-40910-01		Literature and Empire	Evans, Elizabeth	English	2013-12-23	2014-05-09	Spring$$1NA
HIST-93215-01		Environment, City, & Countryside in Ancient Rome & Late Antiquity	MacCormack, Sabine	History	2010-01-04	2010-05-07	Spring ENG$$1NA
PS-43000-01		Capstone Seminar	Connie, Mick	Poverty Studies	2013-12-20	2014-05-09	Spring$$1NA
POLS-30423-01		Irish Politics 1916-2009	McGraw, Sean	Political Science	2013-12-20	2014-05-09	Spring$$1NA
ENGL-90132-01		Postmodernism	Eagleton, Terry	English	2010-01-04	2010-05-07	Spring ENG$$1NA
MELC-30025-01		The Arabic Literary Heritage	Guo, Li	Middle Eastern Literature in Translation	2013-12-23	2014-05-09	Spring$$1NA
MUS-60642-01		Choral Literature II	Tellez, Carmen	Music	2012-12-17	2013-05-10	Spring$$1NA
LLEA-33103-01		20th Century Chinese Literature	Ge, Liangyan	East Asian Languages and Literatures	2013-12-23	2014-05-09	Spring$$1NA
AFST-30202-01		African-American History Since 1865	Pierce, Richard	African Studies	2013-12-20	2014-05-09	Spring$$1NA
LAPTOPS-082007		Laptop Reserves	Reserves	Reserves	2007-08-28	2015-12-22	$$1Fall$$2Spring$$3Summer$$4Intersession
THEO-20846-01		Christology: Images of Christ	Thiede, Fr. John	Theology	2010-01-04	2010-05-07	Spring ENG$$1NA
THEO-10001-01		Found of Theo: Biblcl Historcl	Ehrman, Terrence	Theology	2013-12-23	2014-05-09	Spring$$1NA
POLS-30229-01		Genocide in the Modern World	Verdeja, Ernesto	Political Science	2014-07-28	2014-12-19	Fall$$1NA
FIN-70670-01		Investment	Da,  Zhi	Finance	2013-12-20	2014-05-09	Spring$$1NA
ARCH-40421-01		Building Technology II	DeFrees, Alan	Architecture	2014-12-20	2015-05-08	$$1Spring
PSY-60321-01		Child Assessment	Valention, Kristin	Psychology	2011-08-08	2011-12-16	Fall$$1NA
ACCT-30280-02		Decisions Process in Accounting	Burks, Jeffrey	Accounting	2014-12-20	2015-05-08	$$1Spring
IRLL-20108-02		Verbal Arts & Oral Tradition	Gillian, Jeremiah	Irish Language & Literature	2011-08-08	2011-12-16	Fall$$1NA
ARCH-41121-01		Architectural Design V	Ponko, William	Architecture	2014-12-20	2015-05-08	$$1Spring
GSC 63500-01		Gender and Space	Wojcik, Pamela	Film Television and Theater	2010-01-04	2010-05-07	Spring ENG$$1NA
MUS-20145-01		Appreciating World Music	Ng, Stephanie	Music	2010-01-04	2010-05-07	Spring ENG$$1NA
HIST-33000-03		History Workshop	Graff, Daniel	History	2014-07-28	2014-12-19	Fall$$1NA
CSEM-23101-10		Folklore, History & Literature	Gillian, Jeremiah	College Seminar	2011-08-08	2011-12-16	Fall$$1NA
HIST-33000-02		History Workshop	Pensado, Jaime	History	2014-07-28	2014-12-19	Fall$$1NA
LLEA-43316-01		Introduction to Japanese Popular Culture	Shamoon, Deborah	East Asian Languages and Literatures	2011-01-03	2011-05-13	Spring$$1NA
LLEA-33112-01		Readings in Traditional Chinese Drama	Ge, Liangyan	East Asian Languages and Literatures	2010-08-09	2010-12-17	Fall$$1NA
HIST-33000-01		History Workshop	Deak, John	History	2014-07-28	2014-12-19	Fall$$1NA
ARCH-61011-01		Intro to Arch Representation	Economakis, Richard	Architecture	2014-07-29	2014-08-29	Summer$$1NA
PHIL-93818-01		Chatelet's Foundations of Phys	Brading, Katherine	Philosophy	2014-07-28	2014-12-19	Fall$$1NA
ARCH-70211-01		History of Rome	Younes, Samir	Architecture	2014-07-28	2014-12-19	Fall$$1NA
CSEM-23102-21		Digital Culture, Digital Self	Collins, James	College Seminar	2014-12-20	2015-05-08	$$1Spring
THEO-10001-02		Foundations of Theology	Bruning, Brandon	Theology	2011-01-03	2011-05-13	Spring$$1NA
PHYS-20420-01		Computational Methods in Physics	Caprio, Mark	Physics	2014-12-20	2015-05-08	$$1Spring
ENGL-90213-01		Milton	Fallon, Stephen	English	2014-12-20	2015-05-08	$$1Spring
CSEM-23102-08		College Seminar	Przybyszewski, Linda	College Seminar	2013-12-23	2014-05-09	Spring$$1NA
ARCH-60211-01		Architectural History I	Stamper, John	Architecture	2014-07-28	2014-12-19	Fall$$1NA
ARCH-60431-01		Environmental Systems II	DeFrees, Alan	Architecture	2014-07-28	2014-12-19	Fall$$1NA
HIST-53002-01		Honors Colloquium	Graff, Daniel	History	2014-07-28	2014-12-19	Fall$$1NA
ARHI-30310-01		Survey of Italian Renaissance Art	Glass, Robert	Art History	2014-07-28	2014-12-19	Fall$$1NA
HIST-83975-01		Hist Sci Tech, Med to 1750	Goulding, Robert	History	2014-07-28	2014-12-19	Fall$$1NA
ACMS-40875-01		Introduction to Data Mining	Li Jun	ACMS	2014-07-28	2014-12-19	Fall$$1NA
NDVOICE-07		ND Voice Survey Results	INSTRUCTOR	University Libraries	2007-05-10	2008-05-10	$$1Fall$$2Spring$$3Summer$$4Intersession$$5NA$$6ENG
ACMS-20210-01		Scientific Computing	Kim Oleg	ACMS	2014-07-28	2014-12-19	Fall$$1NA
RBR-HESB-LIBRARY		Library Material	INSTRUCTOR	Hesburgh Library	2003-09-30	2010-05-31	Fall Spring Summer Intersession$$1NA
LLRO-40107-01		Meaning, Vulnerability and Human Existence	Montemaggi, Vittorio	Romance Language and Literature	2014-12-20	2015-05-08	$$1Spring
MATH-60510-01		Basic Modern Logic	Starchenko Sergei	Mathematics	2014-07-28	2014-12-19	Fall$$1NA
CLAS-10100-01		Ancient Greece & Rome	Mazurek, Tadeusz	Classics in Translation	2010-08-09	2010-12-17	Fall$$1NA
ROSP-63750-01		Media Fictions of Spanish America and Brazil	Wells, Sarah	Spanish	2014-07-28	2014-12-19	Fall$$1NA
AMST-30143-01		Fashioning Bodies in Colonial America	White, Sophie	Gender Studies	2012-12-17	2013-05-10	Spring$$1NA
ROIT-40115-01		Dante I	Moevs, Christian	Italian	2014-07-28	2014-12-19	Fall$$1NA
CLGR-30014-01		Athenian Oratory	Baron, Christopher	Greek Language and Literature	2011-08-08	2011-12-16	Fall$$1NA
ENGL-20003-01		Fiction Writing	Goransson, Johannes	English	2014-07-28	2014-12-19	Fall$$1NA
ARCH-51121-02		Architectural Design VII	Stroik, Duncan	Architecture	2010-01-11	2010-05-07	Spring ENG$$1NA
HPS-83602-01		History of Science, Tech. & Medicine since 1750	Jackson, Catherine	History of the Philosophy of Science	2012-12-17	2013-05-10	Spring$$1NA
LLEA-33111-01		Chinese Literary Dreams and Dream in the Red Chamber	Ge, Liangyan	East Asian Languages & Literature	2014-07-28	2014-12-19	Fall$$1NA
FTT-40242-01		Seoul Searching	Magnan-Park, Aaron	Film Television and Theatre	2011-09-05	2011-12-16	Fall$$1NA
THEO-60105-01		Introduction to the Old Testament	Knoppers, Gerald	Theology	2014-07-28	2014-12-19	Fall$$1NA
THEO-83401-01		Early Christian Liturgies	Bradshaw, Paul	Theology	2012-08-06	2012-12-14	Fall$$1NA
FIN-40710-01		Real Estate Valuation and Investment	Hutchison, D	Finance	2014-07-28	2014-12-19	Fall$$1NA
CSEM-23101-26		Single and Double Selves	Gillespie, Alyssa	College Seminar	2011-09-02	2011-12-16	Fall$$1NA
ACCT-20100-10		Accountancy I	Schmuhl, W	Accounting	2014-07-28	2014-12-19	Fall$$1NA
THEO-60801-01		Fundamentals of Systematic Theology	Hilkert, M. Catherine	Theology	2014-07-28	2014-12-19	Fall$$1NA
